,Unnamed: 0,id,job,original_name,popularity,air_date,episode_number,Title,overview,runtime,season_number,vote_average,list_of_characters,list_of_popularity,title_len,holiday_episode,sentiment
0,0,85979,"['Director', 'Writer', 'Writer', 'Director of Photography', 'Editor']","['James Burrows', 'Jeff Greenstein', 'Jeff Strauss', 'Richard Hissong', 'Andy Zall']","[5.803, 1.251, 0.84, 1.094, 1.62]",1994-11-17,9.0,The One Where Underdog Gets Away,Monica's first Thanksgiving dinner for the gang goes horribly wrong when they all run to the rooftop to see the runaway Underdog balloon from the parade.,23.0,1.0,8.043,"['Terry', 'Susan Bunch', 'Carol Willick', 'Gunther']","[10.213, 24.725, 14.38, 8.622]",32,0,-0.16666666666666666
1,1,85981,"['Director', 'Director of Photography', 'Editor', 'Art Direction', 'Casting', 'Costume Design', 'Set Decoration']","['James Burrows', 'Richard Hissong', 'Andy Zall', 'John Shaffner', 'Ellie Kanner', 'Debra McGuire', 'Greg J. Grande']","[5.803, 1.094, 1.62, 4.742, 1.548, 3.805, 1.021]",1994-10-06,3.0,The One with the Thumb,Monica finds it difficult to break up with her latest boyfriend whom everyone likes; Chandler is reunited with his beloved cigarettes; Phoebe receives a large sum of money.,23.0,1.0,8.13,"['Lizzy', 'Paula', 'Alan', 'Gunther']","[15.354, 8.906, 3.175, 8.622]",22,0,0.22857142857142856
2,2,85983,"['Director', 'Writer', 'Director of Photography', 'Editor', 'Art Direction', 'Casting', 'Costume Design', 'Set Decoration']","['James Burrows', 'Alexa Junge', 'Richard Hissong', 'Andy Zall', 'John Shaffner', 'Ellie Kanner', 'Debra McGuire', 'Greg J. Grande']","[5.803, 1.388, 1.094, 1.62, 4.742, 1.548, 3.805, 1.021]",1994-10-13,4.0,The One with George Stephanopoulos,"While the men attend a hockey game and end up at a hospital, a delivery man accidentally brings a pizza meant for George Stephanopoulos, who lives across the street from the girls; they decide to peek at the former White House advisor with their binoculars.",23.0,1.0,7.84,"['Nurse Sizemore', 'Joanne', 'Leslie', 'Pizza Guy', 'Bratty Boy', 'Kiki', 'Gunther']","[8.008, 12.244, 2.11, 12.757, 0.6, 3.074, 8.622]",34,0,-0.13333333333333333
3,3,85987,"['Writer', 'Writer', 'Director', 'Executive Producer', 'Editor', 'Director of Photography', 'Art Direction', 'Editor', 'Costume Design', 'Editor', 'Set Decoration', 'Executive Producer']","['Marta Kauffman', 'David Crane', 'James Burrows', 'David Crane', 'Andy Zall', 'Ken Lamkin', 'John Shaffner', 'Stephen Prime', 'Debra McGuire', 'David Helfand', 'Greg J. Grande', 'Kevin S. Bright']","[5.777, 3.76, 5.803, 1.368, 1.62, 1.686, 4.742, 0.6, 3.805, 0.98, 1.021, 1.519]",1994-09-22,1.0,Pilot,"An introduction to the gang. After Rachel leaves her fiancé at the altar, she moves in with Monica and finds that independence is not so easy, particularly without Daddy's credit cards.",23.0,1.0,7.081,"['Paul', 'Franny', 'Jasmine']","[10.864, 6.415, 5.117]",5,0,0.3
4,4,85990,"['Writer', 'Writer', 'Director', 'Director of Photography', 'Editor']","['Marta Kauffman', 'David Crane', 'James Burrows', 'Richard Hissong', 'Andy Zall']","[5.777, 3.76, 5.803, 1.094, 1.62]",1994-11-10,8.0,The One Where Nana Dies Twice,"Monica and Ross mourn the death of their grandmother with a little help from the gang, and Monica and her mom come to an unspoken understanding about the relationship between mothers and daughters. Meanwhile, Chandler is irritated by office speculation that he is gay.",23.0,1.0,7.837,"['Aunt Lillian', 'Lowell', 'Shelley', 'Jack Geller', 'Judy Geller', 'Andrea']","[5.247, 3.111, 2.242, 21.466, 13.696, 12.274]",29,0,0.11458333333333334
5,5,86012,"['Writer', 'Writer', 'Director', 'Director of Photography', 'Editor', 'Art Direction', 'Casting', 'Costume Design', 'Set Decoration']","['Marta Kauffman', 'David Crane', 'James Burrows', 'Richard Hissong', 'Andy Zall', 'John Shaffner', 'Ellie Kanner', 'Debra McGuire', 'Greg J. Grande']","[5.777, 3.76, 5.803, 1.094, 1.62, 4.742, 1.548, 3.805, 1.021]",1994-09-29,2.0,The One with the Sonogram at the End,"Ross's lesbian ex-wife, Carol, is pregnant with his child, and he doesn't like her choice of last name for the baby. Rachel finds out that her ex-fiancé went on what would have been their honeymoon with her maid of honor.",23.0,1.0,7.333,"['Carol Willick', 'Dr. Oberman', 'Robbie', 'Marsha', 'Barry Farber', 'Jack Geller', 'Susan Bunch', 'Judy Geller', 'Gunther']","[6.936, 5.236, 2.572, 1.67, 8.424, 21.466, 24.725, 13.696, 8.622]",36,0,0.16666666666666666
6,6,86017,"['Writer', 'Director', 'Director of Photography', 'Editor', 'Writer']","['Adam Chase', 'Arlene Sanford', 'Richard Hissong', 'Andy Zall', 'Ira Ungerleider']","[2.15, 1.96, 1.094, 1.62, 2.744]",1994-10-27,6.0,The One with the Butt,Joey gets his big film break when he's hired to be Al Pacino's stunt butt. Ross tries to be less conservative and Chandler thinks his fantasies have come true when he has an affair with a married woman.,21.0,1.0,7.7,['Aurora'],[16.239],21,0,0.06666666666666667
7,7,86027,"['Director', 'Director of Photography', 'Editor', 'Writer', 'Writer']","['James Burrows', 'Richard Hissong', 'Andy Zall', 'Mike Sikowitz', 'Jeff Astrof']","[5.803, 1.094, 1.62, 1.691, 2.917]",1994-11-03,7.0,The One with the Blackout,"A power outage leaves Chandler stranded in an ATM vestibule with Victoria's Secret model Jill Goodacre, whom he desperately tries to impress, Ross tries to ask Rachel out on a date, and Joey learns that Monica used to be infatuated with him.",23.0,1.0,8.469,"['Jill Goodacre', 'Mr. Heckles', 'Paolo']","[3.887, 11.908, 5.583]",25,1,-0.2
8,8,86034,"['Writer', 'Writer', 'Director', 'Director of Photography', 'Editor']","['Jeff Greenstein', 'Jeff Strauss', 'Pamela Fryman', 'Richard Hissong', 'Andy Zall']","[1.251, 0.84, 3.296, 1.094, 1.62]",1994-10-20,5.0,The One with the East German Laundry Detergent,"While Chandler and Phoebe decide to break up with their significant others on the same night, Ross helps Rachel do laundry and considers the evening a first date. Joey has Monica pose as his new girlfriend, because he wants to get back with the girl he just dumped.",23.0,1.0,8.041,"['Horrible Woman', 'Angela', 'Bob', 'Janice', 'Gunther']","[2.936, 6.447, 3.756, 19.494, 8.622]",46,0,0.16022727272727275
9,9,86043,"['Writer', 'Director', 'Director of Photography', 'Editor']","['Adam Chase', 'Peter Bonerz', 'Richard Hissong', 'Andy Zall']","[2.15, 3.859, 1.094, 1.62]",1994-12-15,10.0,The One with the Monkey,"The gang makes--then breaks--a pact to celebrate New Year's Eve without dates. Ross compensates for his loneliness by getting a roommate, a monkey named Marcel.",23.0,1.0,8.0,"['Fun Bobby', 'David', 'Max', 'Sandy', 'Janice', 'Gunther']","[5.29, 34.073, 3.478, 1.96, 19.494, 8.622]",23,0,0.043181818181818175
10,10,86048,"['Writer', 'Director', 'Director of Photography', 'Editor']","['Bill Lawrence', 'James Burrows', 'Richard Hissong', 'Andy Zall']","[4.865, 5.803, 1.094, 1.62]",1995-02-09,14.0,The One with the Candy Hearts,"Ross's first date in nine years is on Valentine's Day with a beautiful neighbor. Susan and Carol, also out on a romantic date; end up at the same restaurant. Joey sets Chandler up on a blind date. And Phoebe, Rachel and Monica decide to spend the holiday building a boyfriend bonfire in their apartment.",23.0,1.0,8.1,"['Lorraine', 'Fireman Ed', 'Fireman Dave', 'Fireman Charlie', 'Kristen', 'Janice', 'Susan Bunch', 'Carol Willick']","[4.397, 5.644, 5.016, 6.08, 3.69, 19.494, 24.725, 14.38]",29,0,0.12000000000000002
11,11,86060,"['Director', 'Director of Photography', 'Editor']","['Peter Bonerz', 'Richard Hissong', 'Andy Zall']","[3.859, 1.094, 1.62]",1995-03-09,19.0,The One Where the Monkey Gets Away,"The gang searches frantically for Marcel, who slipped out of the apartment while Rachel was baby-sitting him. Just as it looks as though Rachel and Ross might actually spend a romantic evening together, her ex-fiancé barges in and declares his love for her.",23.0,1.0,8.119,"['Mr. Heckles', 'Barry Farber', 'Luisa Gianetti', 'Samantha', 'Tia', 'Gunther']","[11.908, 8.424, 9.874, 4.732, 2.618, 8.622]",34,0,0.16666666666666666
12,12,86066,"['Director', 'Writer', 'Director of Photography', 'Editor']","['James Burrows', 'Alexa Junge', 'Richard Hissong', 'Andy Zall']","[5.803, 1.388, 1.094, 1.62]",1995-01-05,11.0,The One with Mrs. Bing,"Chandler's romance-novelist mother comes to New York to visit him, and Joey catches her and Ross kissing.",23.0,1.0,7.978,"['Nora Bing', 'Jay Leno', 'Paolo', 'Coma Guy', 'Gunther']","[47.058, 7.795, 5.583, 1.619, 8.622]",22,1,0.13636363636363635
13,13,86067,"['Writer', 'Director', 'Writer', 'Director of Photography', 'Editor']","['Marta Kauffman', 'Michael Lembeck', 'David Crane', 'Richard Hissong', 'Andy Zall']","[5.777, 6.644, 3.76, 1.094, 1.62]",1995-02-23,16.0,The One with Two Parts (1),"Joey falls for Phoebe's twin sister, Ursula, making Phoebe feel neglected. Ross has doubts about parenthood when he attends Lamaze classes with Carol and Susan. Meanwhile, Chandler finds himself between a rock and a hard place, when he is told to fire an employee he is attracted to.",23.0,1.0,7.841,"['Mr. Heckles', 'Nina Bookbinder', 'Jamie Buchman', 'Lamaze Teacher', 'Fran Devanow', 'Mr. Douglas', 'Susan Bunch', 'Carol Willick', 'Gunther']","[11.908, 17.045, 37.453, 6.334, 4.995, 3.517, 24.725, 14.38, 8.622]",26,0,-0.2916666666666667
14,14,86068,"['Director', 'Writer', 'Director of Photography', 'Editor']","['Alan Myerson', 'Jeff Greenstein', 'Richard Hissong', 'Andy Zall']","[2.466, 1.251, 1.094, 1.62]",1995-02-16,15.0,The One with the Stoned Guy,"Monica cooks a gourmet meal for a restaurateur looking for a new chef but, unfortunately, he's stoned. After working as a data processing permanent temp for five years, Chandler gets promoted. And Ross has a date with a beautiful colleague.",23.0,1.0,8.182,"['Celia', 'Steve', 'Ms. Tedlock', 'Mr. Douglas', 'Gunther']","[18.889, 9.002, 2.636, 3.517, 8.622]",27,0,0.1621212121212121
15,15,86072,"['Writer', 'Director', 'Writer', 'Director of Photography', 'Editor']","['Marta Kauffman', 'Michael Lembeck', 'David Crane', 'Richard Hissong', 'Andy Zall']","[5.777, 6.644, 3.76, 1.094, 1.62]",1995-02-23,17.0,The One with Two Parts (2),"When Rachel sprains her ankle and has no insurance, she cajoles Monica into trading identities so she can use Monica's coverage. When Phoebe's twin sister, Ursula, breaks Joey's heart, Phoebe tries to fix it.",23.0,1.0,8.256,"['Michael Mitchell', 'Jeffrey Rosen', 'Admissions Nurse', 'Jack Geller', 'Gunther']","[33.106, 17.055, 5.075, 21.466, 8.622]",26,0,-0.1
16,16,86077,"['Director', 'Writer', 'Director of Photography', 'Editor']","['Alan Myerson', 'Alexa Junge', 'Richard Hissong', 'Andy Zall']","[2.466, 1.388, 1.094, 1.62]",1995-01-19,13.0,The One with the Boobies,"Chandler accidentally sees Rachel wandering around topless after her shower, so Rachel tries to even the score. And no one can stand Phoebe's new boyfriend, an irritating guy named Roger.",23.0,1.0,8.283,"['Gloria Tribianni', 'Ronni', 'Joey Tribianni Sr.', 'Roger']","[10.595, 18.283, 13.252, 29.342]",24,0,-0.12121212121212122
17,17,86086,"['Director', 'Director of Photography', 'Editor', 'Writer', 'Writer']","['James Burrows', 'Richard Hissong', 'Andy Zall', 'Mike Sikowitz', 'Jeff Astrof']","[5.803, 1.094, 1.62, 1.691, 2.917]",1995-03-02,18.0,The One with All the Poker,"Tired of being referred to by customers as ""Excuse me"" Rachel interviews for a job as an assistant buyer at Saks Fifth Avenue. She also sees another side of the usually docile Ross when the girls face the boys during a not-so-friendly game of poker.",23.0,1.0,8.5,"['Aunt Iris', 'Gunther']","[8.617, 8.622]",26,0,-0.275
18,18,86090,"['Writer', 'Director of Photography', 'Editor', 'Writer', 'Writer', 'Writer', 'Director']","['Adam Chase', 'Richard Hissong', 'Andy Zall', 'Ira Ungerleider', 'Mike Sikowitz', 'Jeff Astrof', 'Paul Lazarus']","[2.15, 1.094, 1.62, 2.744, 1.691, 2.917, 1.899]",1995-01-12,12.0,The One with the Dozen Lasagnas,"Everyone knows the sex of Ross's baby, except for Ross, who doesn't want to find out until it's born. Monica gives Paolo one of the dozen lasagnas she made for her aunt, who doesn't want them anymore because they've got meat in them.",23.0,1.0,7.826,"['Paolo', 'Roger', 'Jasmine', 'Susan Bunch', 'Carol Willick', 'Gunther']","[5.583, 29.342, 5.117, 24.725, 14.38, 8.622]",31,0,0.0
19,19,86091,['Director'],['Peter Bonerz'],[3.859],1995-04-06,20.0,The One with the Evil Orthodontist,"Rachel and Barry start dating again, which is kind of awkward since he's now engaged to Mindy, who wants Rachel to be her maid of honor. Meanwhile, Chandler goes nuts when a woman he likes won't return his phone calls.",23.0,1.0,8.0,"['Mindy', 'Barry Farber', 'Danielle', 'Bobby', 'Gunther']","[21.476, 8.424, 1.795, 2.572, 8.622]",34,0,0.06666666666666667
20,20,86092,"['Writer', 'Writer', 'Director', 'Writer', 'Director of Photography', 'Editor']","['Marta Kauffman', 'David Crane', 'James Burrows', 'Jeff Greenstein', 'Richard Hissong', 'Andy Zall']","[5.777, 3.76, 5.803, 1.251, 1.094, 1.62]",1995-05-11,23.0,The One with the Birth,"As Monica's biological clock ticks away like a time bomb, Carol goes into labor. Ross, Susan and Phoebe end up getting locked in a closet just as Carol's about to give birth to the baby. And Rachel flirts with an OB/GYN.",23.0,1.0,8.3,"['Roy', 'Dr. Franzblau', 'Lydia', 'Nurse', 'Janitor', 'Susan Bunch', 'Carol Willick']","[3.156, 12.831, 22.478, 6.511, 1.167, 24.725, 14.38]",22,0,0.0
21,21,86093,"['Writer', 'Director']","['Adam Chase', 'Gail Mancuso']","[2.15, 2.681]",1995-04-27,21.0,The One with the Fake Monica,"When Monica's credit card is stolen, she, along with Phoebe and Rachel, decide to catch the thief. Joey enlists his friends to help him come up with a less ethnic-sounding stage name. And  Ross finds out that Marcel has reached sexual maturity and needs to be with other monkeys.",23.0,1.0,7.881,"['Dr. Baldharar', 'Fake Monica', 'Teacher', 'Judy Geller', 'Gunther']","[6.182, 1.826, 2.04, 13.696, 8.622]",28,0,0.06944444444444446
22,22,86094,"['Director', 'Writer']","['Robby Benson', 'Alexa Junge']","[21.617, 1.388]",1995-05-04,22.0,The One with the Ick Factor,"After losing his virginity to her, Monica's boyfriend reveals that he's a high school senior. When Phoebe temps as Chandler's secretary, she finds out a secret.",23.0,1.0,8.119,"['Ethan', 'Gunther']","[3.287, 8.622]",27,0,-0.12000000000000001
23,23,86095,"['Director', 'Director of Photography', 'Editor', 'Writer']","['Kevin S. Bright', 'Richard Hissong', 'Andy Zall', 'Chris Brown']","[1.519, 1.094, 1.62, 0.6]",1995-05-18,24.0,The One Where Rachel Finds Out,"Joey's new girlfriend wants to go to bed with him but he can't, yet. During Rachel's birthday party, Chandler accidentally lets it slip that Ross is in love with her. However, Ross is on his way to China and Rachel can't decide whether she wants to be more than friends with Ross.",23.0,1.0,8.488,"['Melanie', 'Julie', 'Carl', 'Flight Representative']","[10.897, 24.636, 1.973, 1.736]",30,0,0.30727272727272725
24,24,86097,"['Director', 'Writer', 'Editor', 'Director of Photography']","['James Burrows', 'Alexa Junge', 'Stephen Prime', 'Mikel Neiers']","[5.803, 1.388, 0.6, 1.632]",1996-02-01,14.0,The One with the Prom Video,"After getting his big break, with Days of Our Lives, Joey pays Chandler back. Monica is unemployed and hard up for money. Monica and Rachel's prom video reveals Monica's former girth, Rachel's former nose and the way Ross has always felt about Rachel.",23.0,2.0,9.0,"['Restaurant Manager', 'Jonathan', 'Roy Gublik', 'Gail', 'Jack Geller', 'Judy Geller']","[5.489, 1.975, 1.4, 1.308, 21.466, 13.696]",27,0,-0.058333333333333334
25,25,86098,"['Director', 'Writer', 'Writer', 'Editor', 'Director of Photography']","['Mary Kay Place', 'Marta Kauffman', 'David Crane', 'David Helfand', 'Mikel Neiers']","[10.042, 5.777, 3.76, 0.98, 1.632]",1995-11-16,8.0,The One with the List,"Ross enlists Joey and Chandler to help with his decision to choose Julie or Rachel by making a list of the pros and cons of each. Big mistake. Meanwhile, Monica gets a job making food with a synthetic chocolate substitute called Mockolate.",23.0,2.0,8.15,"['Mr. Rastatter', 'Julie', 'Gunther']","[23.888, 24.636, 8.622]",21,0,0.0
26,26,86102,"['Director', 'Editor', 'Director of Photography', 'Writer']","['Thomas Schlamme', 'David Helfand', 'Mikel Neiers', 'Doty Abrams']","[1.972, 0.98, 1.632, 0.621]",1996-01-18,11.0,The One with the Lesbian Wedding,Monica caters the wedding of Ross's ex-wife and her lesbian lover. Phoebe is possessed by the spirit of an 82-year-old massage client who dies in the middle of a session. And Rachel's mom comes to visit and drops a bombshell.,23.0,2.0,8.125,"['Minister', 'Sandra Green', 'Mr. Adelman', 'Chrissy', 'Woman', 'Susan Bunch', 'Carol Willick']","[0.98, 7.998, 7.655, 1.708, 4.602, 24.725, 14.38]",32,0,0.0
27,27,86113,"['Writer', 'Director', 'Editor', 'Writer', 'Director of Photography']","['Adam Chase', 'Michael Lembeck', 'David Helfand', 'Ira Ungerleider', 'Mikel Neiers']","[2.15, 6.644, 0.98, 2.744, 1.632]",1995-09-28,2.0,The One with the Breast Milk,"The guys are uncomfortable with the thought of Carol's breast milk while Rachel is upset by Monica's growing friendship with Julie. Meanwhile, Joey competes with a fellow cologne spritzer for the affections of a beautiful colleague.",23.0,2.0,7.927,"['Annabelle', 'Julie', 'Hombre Man', 'Susan Bunch', 'Carol Willick', 'Gunther']","[21.851, 24.636, 13.013, 24.725, 14.38, 8.622]",28,0,0.175
28,28,86118,"['Director', 'Editor', 'Writer', 'Writer', 'Director of Photography']","['Michael Lembeck', 'David Helfand', 'Mike Sikowitz', 'Jeff Astrof', 'Mikel Neiers']","[6.644, 0.98, 1.691, 2.917, 1.632]",1995-09-21,1.0,The One with Ross's New Girlfriend,"Rachel waits patiently at the airport for Ross, returning from China. Meanwhile, after giving Joey and Chandler new haircuts, Phoebe is persuaded to cut Monica's hair. And Joey learns that his tailor is a very naughty man.",23.0,2.0,8.4,"['Paolo', 'Julie', 'Frankie']","[5.583, 24.636, 2.467]",34,0,-0.02931818181818184
29,29,86120,"['Editor', 'Writer', 'Director of Photography']","['David Helfand', 'Chris Brown', 'Mikel Neiers']","[0.98, 0.6, 1.632]",1995-10-19,5.0,The One with Five Steaks and an Eggplant,"When a sexy woman calls the wrong number, Chandler seeks to make the most of the situation. And income issues divide the friends. Monica, Ross and Chandler have money, while Phoebe, Rachel and Joey don't.",23.0,2.0,8.116,"['Jade', 'Steven Fishman', 'Gunther']","[12.634, 4.176, 8.622]",40,0,0.16666666666666666
30,30,86121,"['Director', 'Editor', 'Director of Photography', 'Writer']","['Gail Mancuso', 'David Helfand', 'Mikel Neiers', 'Betsy Borns']","[2.681, 0.98, 1.632, 0.694]",1995-11-02,6.0,The One with the Baby on the Bus,"Chandler and Joey lose Ross's son, Ben and while checking out women on a bus. Phoebe loses her Central Perk singing gig to a professional singer. And Ross has an allergic reaction to Monica's kiwi-lime pie.",23.0,2.0,8.333,"['Caroline Duffy', 'Terry', 'Stephanie Schiffer', 'Robin', 'Dr. Karl', 'Jim', 'Becky', 'Condom Boy', 'Gunther']","[20.862, 10.213, 6.531, 34.717, 3.092, 2.249, 4.607, 41.336, 8.622]",32,1,-0.06666666666666667
31,31,86129,"['Writer', 'Director', 'Editor', 'Director of Photography']","['Michael Borkow', 'Peter Bonerz', 'David Helfand', 'Mikel Neiers']","[1.388, 3.859, 0.98, 1.632]",1995-11-09,7.0,The One Where Ross Finds Out,"A drunken Rachel is persuaded to call Ross and reveal her feelings for him on his answering machine. Now, Ross must make a decision between her and Julie. Meanwhile, Monica finds work as Chandler's personal trainer and Phoebe has a hard time trying to get her boyfriend to have sex with her.",23.0,2.0,8.714,"['Michael', 'Phone Guy', 'Julie', 'Gunther']","[12.498, 2.755, 24.636, 8.622]",28,0,-0.14583333333333334
32,32,86131,"['Director', 'Editor', 'Writer', 'Director of Photography']","['Thomas Schlamme', 'David Helfand', 'Ira Ungerleider', 'Mikel Neiers']","[1.972, 0.98, 2.744, 1.632]",1996-01-04,10.0,The One with Russ,"Monica gets back together with Fun Bobby. Joey lands a role of a neurosurgeon on Days of Our Lives. And Rachel, dating a guy named Russ, can't see his uncanny resemblance to Ross.",23.0,2.0,8.0,"['Fun Bobby', 'Estelle Leonard', 'Julie']","[5.29, 6.511, 24.636]",17,1,0.15
33,33,86132,"['Director', 'Writer', 'Editor', 'Director of Photography']","['Michael Lembeck', 'Michael Borkow', 'David Helfand', 'Mikel Neiers']","[6.644, 1.388, 0.98, 1.632]",1996-01-28,12.0,The One After the Super Bowl (1),"Ross goes to visit Marcel, his monkey, while on a trip to California. Joey gets his first fan letter and ends up dating the woman. Phoebe is asked to sing for the children at the library, but their parents are horrified by her lyrics.",23.0,2.0,8.333,"['Erika Ford', 'Rob Donnen', 'Security Guard', 'Zoo Keeper', 'Mr. Lipson', 'Kid', 'Monkeyshine Guy', 'Waiter', 'Coma Woman', 'Mike Horton']","[49.392, 15.05, 5.737, 18.776, 8.67, 9.061, 2.268, 1.365, 1.788, 7.869]",32,0,0.1
34,34,86134,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Michael Curtis', 'Greg Malins', 'Michael Lembeck', 'Stephen Prime', 'Mikel Neiers']","[1.608, 1.594, 6.644, 0.6, 1.632]",1996-02-08,15.0,The One Where Ross and Rachel... You Know,"Joey buys a big screen TV and two leather recliners with his newfound money. Monica has a catering job for one of her parents' friends and becomes infatuated. Ross and Rachel attempt to have their first real date, but Rachel laughs every time they kiss. When they try again the next evening, they are interrupted when Ross is called into the museum.",23.0,2.0,8.575,['Richard Burke'],[38.062],41,0,0.05
35,35,86157,"['Writer', 'Director', 'Editor', 'Director of Photography']","['Adam Chase', 'Michael Lembeck', 'David Helfand', 'Mikel Neiers']","[2.15, 6.644, 0.98, 1.632]",1996-02-22,17.0,The One Where Eddie Moves In,"Phoebe is discovered by a record producer who wants to make ""Smelly Cat"" a video. Ross's new relationship with Rachel makes Monica feel like she's living with her brother again... and she hates it.  And Joey considers moving back in with Chandler, but Chandler has a new roommate.",23.0,2.0,8.27,"['Record Producer', 'Horrible Woman', 'Eddie Menuek', 'Gunther']","[7.093, 1.36, 20.929, 8.622]",28,0,0.11818181818181818
36,36,86184,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Michael Curtis', 'Greg Malins', 'Michael Lembeck', 'Stephen Prime', 'Mikel Neiers']","[1.608, 1.594, 6.644, 0.6, 1.632]",1996-03-28,19.0,The One Where Eddie Won't Go,"Creeped out by his bizarre new roommate, Chandler demands he move out; Eddie agrees... but won't go. Joey has trouble coming to grips with the death of Dr. Drake Ramoray and is facing some exorbitant bills. And a new book on women's empowerment inspires the ladies to have a ""goddess meeting.""",23.0,2.0,8.359,"['Casting Director', 'Estelle Leonard', 'Eddie Menuek', 'Gunther']","[nan, 6.511, 20.929, 8.622]",28,0,0.11818181818181818
37,37,86207,"['Writer', 'Director', 'Editor', 'Director of Photography']","['Adam Chase', 'Michael Lembeck', 'David Helfand', 'Mikel Neiers']","[2.15, 6.644, 0.98, 1.632]",1996-04-04,20.0,The One Where Old Yeller Dies,"Monica's new boyfriend impresses Chandler and Joey. Phoebe's world view is shattered when she finds out what she missed as a child, and Rachel resents the fact that Ross has planned their whole life together.",23.0,2.0,8.026,"['Richard Burke', 'Susan Bunch', 'Carol Willick']","[38.062, 24.725, 14.38]",29,0,0.16818181818181818
38,38,86210,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Brian Buckner', 'Sebastian Jones', 'Michael Lembeck', 'Stephen Prime', 'Mikel Neiers']","[0.84, 0.6, 6.644, 0.6, 1.632]",1996-04-25,21.0,The One with the Bullies,"Monica is broke and decides to gamble on the stock market, while Chandler and Ross run into a couple of bullies in Central Park. Rachel and Joey help Phoebe locate her father, but a vicious dog prevents Phoebe from finally meeting him.",23.0,2.0,8.026,"['Arthur', 'Carl', 'Mrs. Buffay', 'Frank Buffay Jr.', 'Gunther']","[5.683, 11.115, 4.032, 41.336, 8.622]",24,0,-0.3333333333333333
39,39,86212,"['Director', 'Writer', 'Editor', 'Director of Photography']","['Michael Lembeck', 'Alexa Junge', 'David Helfand', 'Mikel Neiers']","[6.644, 1.388, 0.98, 1.632]",1996-05-02,22.0,The One with the Two Parties,"Monica decides to hold a surprise birthday for Rachel, but everything goes wrong when Rachel's estranged parents turn up unexpectedly. The party then splits into two factions, but complications inevitably ensue.",23.0,2.0,8.658,"['Leonard Green', 'Sandra Green', 'Guest', 'Man', 'Gunther']","[3.887, 7.998, 1.22, 1.943, 8.622]",28,0,-0.13333333333333333
40,40,86229,"['Director', 'Editor', 'Director of Photography', 'Story', 'Teleplay']","['Michael Lembeck', 'David Helfand', 'Mikel Neiers', 'Ira Ungerleider', 'Brown Mandell']","[6.644, 0.98, 1.632, 2.744, 0.6]",1996-05-16,24.0,The One with Barry and Mindy's Wedding,"Rachel agrees to be maid of honor at her ex-fiancé's wedding; she relives the nightmare of her own failed wedding day. Meanwhile, Chandler becomes enamored with a woman he meets on the Internet, but is surprised when he finally meets her. Monica ponders her future with Richard.",23.0,2.0,8.179,"['Mindy', 'Richard Burke', 'Mrs. Weinberg', 'Wedding Planner', 'Barry Farber', 'Mr. Weinberg', 'Joel', 'Janice']","[4.989, 38.062, 2.636, 6.886, 8.424, 1.167, 4.533, 19.494]",38,0,0.039999999999999994
41,41,86230,"['Director', 'Editor', 'Writer', 'Director of Photography']","['Kevin S. Bright', 'David Helfand', 'Jeff Astrof', 'Mikel Neiers']","[1.519, 0.98, 2.917, 1.632]",1995-12-14,9.0,The One with Phoebe's Dad,"It's Christmas time and Monica tries tipping with cookies, rather than cash, with mixed results. Phoebe tries to track down her real father. And Chandler and Joey wait too late to shop for presents.",23.0,2.0,7.829,"['Frances', 'Mr. Treeger', 'Gunther']","[10.847, 10.789, 8.622]",25,0,-0.07592592592592594
42,42,86231,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Michael Curtis', 'Greg Malins', 'Kevin S. Bright', 'David Helfand', 'Mikel Neiers']","[1.608, 1.594, 1.519, 0.98, 1.632]",1995-10-05,3.0,The One Where Heckles Dies,"After Mr. Heckles dies and leaves all his belongings to Monica and Rachel, Chandler discovers eerie similarities between the late eccentric man and his own life. Ross and Phoebe have a dispute over the progression of evolution.",23.0,2.0,8.4,"['Mr. Heckles', 'Buddy Doyle', 'Mr. Treeger', 'Janice']","[11.908, 5.72, 10.789, 19.494]",26,0,-0.05000000000000002
43,43,86233,"['Director', 'Writer', 'Editor', 'Director of Photography']","['Gail Mancuso', 'Alexa Junge', 'David Helfand', 'Mikel Neiers']","[2.681, 1.388, 0.98, 1.632]",1995-10-12,4.0,The One with Phoebe's Husband,The gang is amazed to learn that Phoebe married a gay Canadian ice dancer to help him get his green card. And Ross seeks relationship advice from Rachel.,23.0,2.0,7.974,"['Duncan', 'Julie', 'Woman on Bench', 'Gunther']","[26.185, 24.636, 1.02, 8.622]",29,0,0.15555555555555559
44,44,86272,"['Writer', 'Writer', 'Director', 'Director of Photography', 'Editor']","['Michael Curtis', 'Greg Malins', 'Gail Mancuso', 'Mikel Neiers', 'Marnie Bermingham']","[1.608, 1.594, 2.681, 1.632, 0.6]",1996-09-16,1.0,The One with the Princess Leia Fantasy,"Ross reveals a fantasy to Rachel involving a certain ""Star Wars"" character. Monica suffers from insomnia after her breakup with Richard. And Chandler, back together with Janice, wants Joey to bond with her.",23.0,3.0,8.429,"['Jack Geller', 'Janice', 'Judy Geller']","[21.466, 19.494, 13.696]",38,0,-0.046428571428571416
