,id,job,original_name,popularity,air_date,episode_number,name,overview,runtime,season_number,vote_average,list_of_characters,average_character_popularity
34,86134,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Michael Curtis', 'Greg Malins', 'Michael Lembeck', 'Stephen Prime', 'Mikel Neiers']","[1.608, 1.594, 6.644, 0.6, 1.632]",1996-02-08,15.0,The One Where Ross and Rachel... You Know,"Joey buys a big screen TV and two leather recliners with his newfound money. Monica has a catering job for one of her parents' friends and becomes infatuated. Ross and Rachel attempt to have their first real date, but Rachel laughs every time they kiss. When they try again the next evening, they are interrupted when Ross is called into the museum.",23.0,2.0,8.575,['Richard Burke'],38.062
35,86157,"['Writer', 'Director', 'Editor', 'Director of Photography']","['Adam Chase', 'Michael Lembeck', 'David Helfand', 'Mikel Neiers']","[2.15, 6.644, 0.98, 1.632]",1996-02-22,17.0,The One Where Eddie Moves In,"Phoebe is discovered by a record producer who wants to make ""Smelly Cat"" a video. Ross's new relationship with Rachel makes Monica feel like she's living with her brother again... and she hates it.  And Joey considers moving back in with Chandler, but Chandler has a new roommate.",23.0,2.0,8.27,"['Record Producer', 'Horrible Woman', 'Eddie Menuek', 'Gunther']",9.501
36,86184,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Michael Curtis', 'Greg Malins', 'Michael Lembeck', 'Stephen Prime', 'Mikel Neiers']","[1.608, 1.594, 6.644, 0.6, 1.632]",1996-03-28,19.0,The One Where Eddie Won't Go,"Creeped out by his bizarre new roommate, Chandler demands he move out; Eddie agrees... but won't go. Joey has trouble coming to grips with the death of Dr. Drake Ramoray and is facing some exorbitant bills. And a new book on women's empowerment inspires the ladies to have a ""goddess meeting.""",23.0,2.0,8.359,"['Casting Director', 'Estelle Leonard', 'Eddie Menuek', 'Gunther']",12.020666666666664
37,86207,"['Writer', 'Director', 'Editor', 'Director of Photography']","['Adam Chase', 'Michael Lembeck', 'David Helfand', 'Mikel Neiers']","[2.15, 6.644, 0.98, 1.632]",1996-04-04,20.0,The One Where Old Yeller Dies,"Monica's new boyfriend impresses Chandler and Joey. Phoebe's world view is shattered when she finds out what she missed as a child, and Rachel resents the fact that Ross has planned their whole life together.",23.0,2.0,8.026,"['Richard Burke', 'Susan Bunch', 'Carol Willick']",25.72233333333333
38,86210,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Brian Buckner', 'Sebastian Jones', 'Michael Lembeck', 'Stephen Prime', 'Mikel Neiers']","[0.84, 0.6, 6.644, 0.6, 1.632]",1996-04-25,21.0,The One with the Bullies,"Monica is broke and decides to gamble on the stock market, while Chandler and Ross run into a couple of bullies in Central Park. Rachel and Joey help Phoebe locate her father, but a vicious dog prevents Phoebe from finally meeting him.",23.0,2.0,8.026,"['Arthur', 'Carl', 'Mrs. Buffay', 'Frank Buffay Jr.', 'Gunther']",14.1576
39,86212,"['Director', 'Writer', 'Editor', 'Director of Photography']","['Michael Lembeck', 'Alexa Junge', 'David Helfand', 'Mikel Neiers']","[6.644, 1.388, 0.98, 1.632]",1996-05-02,22.0,The One with the Two Parties,"Monica decides to hold a surprise birthday for Rachel, but everything goes wrong when Rachel's estranged parents turn up unexpectedly. The party then splits into two factions, but complications inevitably ensue.",23.0,2.0,8.658,"['Leonard Green', 'Sandra Green', 'Guest', 'Man', 'Gunther']",4.734
40,86229,"['Director', 'Editor', 'Director of Photography', 'Story', 'Teleplay']","['Michael Lembeck', 'David Helfand', 'Mikel Neiers', 'Ira Ungerleider', 'Brown Mandell']","[6.644, 0.98, 1.632, 2.744, 0.6]",1996-05-16,24.0,The One with Barry and Mindy's Wedding,"Rachel agrees to be maid of honor at her ex-fiancé's wedding; she relives the nightmare of her own failed wedding day. Meanwhile, Chandler becomes enamored with a woman he meets on the Internet, but is surprised when he finally meets her. Monica ponders her future with Richard.",23.0,2.0,8.179,"['Mindy', 'Richard Burke', 'Mrs. Weinberg', 'Wedding Planner', 'Barry Farber', 'Mr. Weinberg', 'Joel', 'Janice']",10.773875
41,86230,"['Director', 'Editor', 'Writer', 'Director of Photography']","['Kevin S. Bright', 'David Helfand', 'Jeff Astrof', 'Mikel Neiers']","[1.519, 0.98, 2.917, 1.632]",1995-12-14,9.0,The One with Phoebe's Dad,"It's Christmas time and Monica tries tipping with cookies, rather than cash, with mixed results. Phoebe tries to track down her real father. And Chandler and Joey wait too late to shop for presents.",23.0,2.0,7.829,"['Frances', 'Mr. Treeger', 'Gunther']",10.086
42,86231,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Michael Curtis', 'Greg Malins', 'Kevin S. Bright', 'David Helfand', 'Mikel Neiers']","[1.608, 1.594, 1.519, 0.98, 1.632]",1995-10-05,3.0,The One Where Heckles Dies,"After Mr. Heckles dies and leaves all his belongings to Monica and Rachel, Chandler discovers eerie similarities between the late eccentric man and his own life. Ross and Phoebe have a dispute over the progression of evolution.",23.0,2.0,8.4,"['Mr. Heckles', 'Buddy Doyle', 'Mr. Treeger', 'Janice']",11.97775
43,86233,"['Director', 'Writer', 'Editor', 'Director of Photography']","['Gail Mancuso', 'Alexa Junge', 'David Helfand', 'Mikel Neiers']","[2.681, 1.388, 0.98, 1.632]",1995-10-12,4.0,The One with Phoebe's Husband,The gang is amazed to learn that Phoebe married a gay Canadian ice dancer to help him get his green card. And Ross seeks relationship advice from Rachel.,23.0,2.0,7.974,"['Duncan', 'Julie', 'Woman on Bench', 'Gunther']",15.115749999999998
44,86272,"['Writer', 'Writer', 'Director', 'Director of Photography', 'Editor']","['Michael Curtis', 'Greg Malins', 'Gail Mancuso', 'Mikel Neiers', 'Marnie Bermingham']","[1.608, 1.594, 2.681, 1.632, 0.6]",1996-09-16,1.0,The One with the Princess Leia Fantasy,"Ross reveals a fantasy to Rachel involving a certain ""Star Wars"" character. Monica suffers from insomnia after her breakup with Richard. And Chandler, back together with Janice, wants Joey to bond with her.",23.0,3.0,8.429,"['Jack Geller', 'Janice', 'Judy Geller']",18.218666666666667
45,86277,"['Writer', 'Director', 'Director of Photography', 'Editor']","['Wil Calhoun', 'Kevin S. Bright', 'Mikel Neiers', 'Marnie Bermingham']","[1.021, 1.519, 1.632, 0.6]",1996-10-03,3.0,The One with the Jam,"Phoebe dates a man who thinks he's stalking her twin sister. Ross and Rachel give Chandler ""boyfriend"" lessons. Monica decides the best way to get over Richard is to keep herself busy, so she uses her free time to make jam and considers insemination via a sperm bank.",23.0,3.0,7.975,"['Malcolm', 'Janice', 'Gunther']",16.700666666666667
46,86278,"['Director', 'Writer']","['Steve Zuckerman', 'Alexa Junge']","[1.4, 1.388]",1996-10-10,4.0,The One with the Metaphorical Tunnel,"Phoebe poses as Joey's agent and has some success in getting him auditions. Ross panics when he sees his son with a Barbie doll. Chandler is advancing in his relationship with Janice and, realizing that he has a fear of commitment, goes to the girls for advice.",23.0,3.0,8.026,"['Young Ross', 'Young Monica', 'Janice', 'Susan Bunch', 'Carol Willick', 'Ben Geller', 'Gunther']",9.92242857142857
47,86280,"['Director', 'Writer', 'Writer', 'Editor', 'Director of Photography']","['Steve Zuckerman', 'Scott Silveri', 'Shana Goldberg-Meehan', 'Stephen Prime', 'Mikel Neiers']","[1.4, 3.0, 1.788, 0.6, 1.632]",1996-10-17,5.0,"The One with Frank, Jr.","Phoebe's half-brother visits, but they have trouble bonding. Joey attempts to build an entertainment center. Ross is challenged to name the five celebrities he'd like to sleep with most.",23.0,3.0,8.077,"['Isabella Rossellini', 'Frank Buffay Jr.', 'Jasmine', 'Gunther']",21.502
48,86281,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Marta Kauffman', 'David Crane', 'Peter Bonerz', 'David Helfand', 'Mikel Neiers']","[5.777, 3.76, 3.859, 0.98, 1.632]",1996-10-31,6.0,The One with the Flashback,"When Janice asks the gang if any of them have ever slept together, the friends flash back to a time three years before.",23.0,3.0,8.75,"['Eric', 'Mr. Heckles', 'Betsy', 'Kiki', 'Waitress', 'Janice', 'Gunther']",7.723714285714286
49,86286,"['Director', 'Editor', 'Writer', 'Director of Photography', 'Editor']","['Gail Mancuso', 'David Helfand', 'Ira Ungerleider', 'Mikel Neiers', 'Marnie Bermingham']","[2.681, 0.98, 2.744, 1.632, 0.6]",1996-09-26,2.0,The One Where No One's Ready,"In a race against the clock, a stressed Ross tries to get the gang dressed and ready for a black-tie benefit at the museum while Joey and Chandler clash over personal belongings and personal space.",23.0,3.0,8.61,"['Richard Burke', 'Sherman Whitfield']",22.5335
50,86288,"['Director', 'Editor', 'Writer', 'Director of Photography']","['Kevin S. Bright', 'Stephen Prime', 'Ira Ungerleider', 'Mikel Neiers']","[1.519, 0.6, 2.744, 1.632]",1996-11-21,9.0,The One with the Football,Emotions become the feast of the day when the gang plays a game of touch football on Thanksgiving. Joey and Chandler argue over who gets to date a model while Ross and Monica argue over winning in a case of sibling rivalry. [Thanksgiving Episode],23.0,3.0,8.474,['Margha'],5.09
51,86292,"['Director', 'Writer', 'Editor', 'Editor', 'Director of Photography']","['Gail Mancuso', 'Seth Kurland', 'Stephen Prime', 'David Helfand', 'Mikel Neiers']","[2.681, 1.261, 0.6, 0.98, 1.632]",1996-11-07,7.0,The One with the Race Car Bed,"Monica buys a new bed from Janice's soon-to-be-ex-husband, ""The Mattress King"", but the wrong one is delivered.  Rachel's attempts to have her father and Ross bond fail, until she stops trying. Joey gets a job teaching a soap opera acting class.",23.0,3.0,8.237,"['Cal', 'Leonard Green', 'Mattress King', 'Delivery Man', 'Jester', 'Acting Student #1', 'Acting Student #2', 'Janice', 'Gunther']",6.557555555555556
52,86298,"['Writer', 'Director', 'Editor', 'Director of Photography']","['Adam Chase', 'Gail Mancuso', 'Stephen Prime', 'Mikel Neiers']","[2.15, 2.681, 0.6, 1.632]",1996-11-14,8.0,The One with the Giant Poking Device,"When Phoebe believes she's killed the ugly naked guy across the street from Rachel and Monica, Joey constructs a long poking device. Joey and Monica catch Janice kissing her ex-husband; Chandler confronts Janice.",23.0,3.0,8.289,"['Janice', 'Ben Geller', 'Gunther']",9.572
53,86300,"['Director', 'Writer', 'Editor', 'Director of Photography', 'Story Editor', 'Story Editor']","['James Burrows', 'Michael Borkow', 'Stephen Prime', 'Mikel Neiers', 'Shana Goldberg-Meehan', 'Scott Silveri']","[5.803, 1.388, 0.6, 1.632, 1.788, 3.0]",1997-02-13,15.0,The One Where Ross and Rachel Take a Break,"Wanting more time to focus on her new job, Rachel suggests that she and Ross take a break from their relationship. Ross later seeks solace at a party. Phoebe dates a diplomat who needs an interpreter to communicate with her. Chandler and Joey ponder a ménage a trois with a woman who seems hot for both of them. [First part of a 2-part episode]",23.0,3.0,8.027,"['Chloe', 'Sergei', 'Sophie', 'Isaac', 'Mischa', 'Mark Robinson', 'Gunther']",6.431428571428572
54,86304,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography', 'Story Editor', 'Story Editor']","['Marta Kauffman', 'David Crane', 'James Burrows', 'David Helfand', 'Mikel Neiers', 'Shana Goldberg-Meehan', 'Scott Silveri']","[5.777, 3.76, 5.803, 0.98, 1.632, 1.788, 3.0]",1997-02-20,16.0,The One with the Morning After,"Ross tries to prevent Rachel from learning his disturbing secret. She finds out anyway and they go back to her apartment to have a fight. The other four friends are trapped in Monica's bedroom, forced to listen in.",24.0,3.0,8.5,"['Chloe', 'Isaac', 'Jasmine', 'Gunther']",7.4335
55,86306,"['Writer', 'Director', 'Editor', 'Director of Photography']","['Wil Calhoun', 'Terry Hughes', 'Stephen Prime', 'Mikel Neiers']","[1.021, 3.189, 0.6, 1.632]",1997-04-10,20.0,The One with the Dollhouse,"Monica inherits a beautiful dollhouse that is too elaborate to play with, so Phoebe makes her own. Joey thinks he's found his true love, and Rachel's boss dates Chandler, placing her in a dangerous situation.",23.0,3.0,8.0,"['Kate Miller', 'Lauren', 'Joanna', 'Director', 'Sophie', 'Gunther']",12.499
56,86310,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Scott Silveri', 'Shana Goldberg-Meehan', 'Peter Bonerz', 'David Helfand', 'Mikel Neiers']","[3.0, 1.788, 3.859, 0.98, 1.632]",1997-04-24,22.0,The One with the Screamer,"When Rachel finds out that Ross is bringing a date to the premiere of Joey's big play, she finds one of her own. Ross alone concludes that her date is insane. Poor Phoebe is on hold for days with a company she needs to talk to before her phone warranty expires. Meanwhile, Joey's play gets terrible reviews, but his co-star provides some comfort.",23.0,3.0,8.171,"['Kate Miller', 'Estelle Leonard', 'Lauren', 'Pete Becker', 'Director', 'Tommy', 'Cailin', 'Stage Manager', 'Theater Patron (uncredited)', 'Gunther']",12.9368
57,86318,"['Director', 'Writer', 'Writer']","['Shelley Jensen', 'Andrew Reich', 'Ted Cohen']","[3.842, 1.788, 3.069]",1997-05-01,23.0,The One with Ross's Thing,"Afflicted with a mysterious skin condition on his butt that doctors cannot identify the cause of, Ross seeks advice from Phoebe's herbalist. Phoebe finds herself in a dilemma when she cannot choose between two guys. Monica can't decide about Pete when she thinks he is going to propose.",23.0,3.0,8.028,"['Guru Saj', 'Jason', 'Pete Becker', 'Vince', 'Dr. Rhodes', 'Mrs. Becker', 'Gunther']",8.323285714285714
58,86330,"['Director', 'Story', 'Story', 'Teleplay']","['Pamela Fryman', 'Mark Kunerth', 'Pang-Ni Landrum', 'Adam Chase']","[3.296, 1.286, 0.84, 2.15]",1997-05-15,25.0,The One at the Beach,"Phoebe invites everyone to stay at her massage client's beach house for the weekend. In search of her father, Phoebe meets someone who knows details about her family. Rachel expresses her jealousy of Ross' uninhibited girlfriend and Joey nags the friends into agreeing to play strip poker with unintended results. Chandler wonders why Monica doesn't think he's serious after asking if she would ever date him.",23.0,3.0,8.472,"['Bonnie', 'Phoebe Abbott Sr.', 'Gunther']",15.243333333333334
59,86334,"['Writer', 'Writer', 'Director', 'Editor', 'Director of Photography']","['Michael Curtis', 'Greg Malins', 'Terry Hughes', 'Stephen Prime', 'Mikel Neiers']","[1.608, 1.594, 3.189, 0.6, 1.632]",1996-12-12,10.0,The One Where Rachel Quits,Rachel makes a rash decision after Gunther tells her she needs to be retrained.  Phoebe tries to help Joey when he gets a job selling Christmas trees.  And Ross accidentally breaks a girl's leg and tries to make it up to her.,23.0,3.0,8.15,"['Sarah Tuttle', 'Mr. Kaplan Jr.', 'Charla Nichols', 'Troop Leader', 'Old Woman (voice)', 'Gunther']",10.6105
60,86340,"['Director', 'Writer', 'Editor', 'Director of Photography', 'Story Editor', 'Story Editor']","['Terry Hughes', 'Alexa Junge', 'Stephen Prime', 'Mikel Neiers', 'Shana Goldberg-Meehan', 'Scott Silveri']","[3.189, 1.388, 0.6, 1.632, 1.788, 3.0]",1997-01-09,11.0,The One Where Chandler Can't Remember Which Sister,"Ross is suspicious about Rachel's possible job offer from a good-looking stranger.  And a drunken Chandler fools around with one of Joey's sisters, but he can't remember which one.",23.0,3.0,8.308,"['Mary Therese', 'Mr. Kaplan Jr.', 'Cookie', 'Nonna', 'Mary Angela', 'Gina', 'Dina', 'Mark Robinson', 'Tina Tribbiani (uncredited)', 'Noisy Upstairs Neighbour (voice) (uncredited)', 'Gunther']",5.494909090909091
61,86349,"['Director', 'Editor', 'Director of Photography', 'Writer', 'Story Editor', 'Story Editor', 'Choreographer']","['Robby Benson', 'Stephen Prime', 'Mikel Neiers', 'Doty Abrams', 'Shana Goldberg-Meehan', 'Scott Silveri', 'Adam Shankman']","[21.617, 0.6, 1.632, 0.621, 1.788, 3.0, 6.528]",1997-01-16,12.0,The One with All the Jealousy,"Ross becomes increasingly jealous of Rachel's new colleague, Mark, and spies on her. Monica hooks up with a co-worker, who writes her a poem with a hidden meaning. One of Joey's numerous lies on his resume is exposed when he takes part in a Broadway musical.",23.0,3.0,8.139,"['The Director', 'Jeannine', 'Julio', 'Nancy', 'Mark Robinson', 'Gunther']",7.790333333333334
62,86353,"['Director', 'Writer', 'Editor', 'Director of Photography', 'Story Editor', 'Story Editor']","['Robby Benson', 'Michael Borkow', 'Stephen Prime', 'Mikel Neiers', 'Shana Goldberg-Meehan', 'Scott Silveri']","[21.617, 1.388, 0.6, 1.632, 1.788, 3.0]",1997-01-30,13.0,The One Where Monica and Richard Are Just Friends,Monica's willpower is tested when she runs into Richard at the video store. Rachel agrees to read The Shining if Joey reads Little Women. Phoebe's athletic date has a problem with short shorts.,23.0,3.0,8.189,"['Richard Burke', 'Robert', ""Richard's Date"", 'Gunther']",13.9815
63,86358,"['Director', 'Writer', 'Writer', 'Editor', 'Director of Photography', 'Story Editor', 'Story Editor']","['Sam Simon', 'Scott Silveri', 'Shana Goldberg-Meehan', 'Stephen Prime', 'Mikel Neiers', 'Shana Goldberg-Meehan', 'Scott Silveri']","[3.181, 3.0, 1.788, 0.6, 1.632, 1.788, 3.0]",1997-03-06,17.0,The One Without the Ski Trip,"Ross and Rachel compete to spend time with their other friends. When a lonely Ross is excluded from Rachel's ski trip with her pals, he visits Carol. On the way to the cabin, they run out of gas. Meanwhile, Chandler starts smoking again.",23.0,3.0,8.216,['Carol Willick'],14.38
64,86359,"['Director', 'Writer', 'Editor', 'Director of Photography', 'Story Editor', 'Story Editor']","['Robby Benson', 'Seth Kurland', 'Stephen Prime', 'Mikel Neiers', 'Shana Goldberg-Meehan', 'Scott Silveri']","[21.617, 1.261, 0.6, 1.632, 1.788, 3.0]",1997-03-13,18.0,The One with the Hypnosis Tape,"Monica receives a tip from an admirer worth a small fortune then goes out with the guy. A hypnosis tape intended to assist Chandler to stop smoking has a rather strange side effect. Phoebe is upset when her 18-year-old half-brother, Frank Jr., makes a surprise announcement that he is getting married - to a woman more than twice his age.",23.0,3.0,8.2,"['Pete Becker', 'Frank Buffay Jr.', 'Trent', 'Hypnosis Tape (voice)', 'Alice Knight Buffay', 'Gunther']",15.673166666666669
65,86360,"['Writer', 'Director', 'Editor', 'Director of Photography', 'Story Editor', 'Story Editor']","['Adam Chase', 'Terry Hughes', 'Stephen Prime', 'Mikel Neiers', 'Shana Goldberg-Meehan', 'Scott Silveri']","[2.15, 3.189, 0.6, 1.632, 1.788, 3.0]",1997-03-27,19.0,The One with the Tiny T-Shirt,"Rachel goes on her first date after splitting from Ross...and it's with Mark, her former colleague. Joey is cast in a play and develops a crush on his costar. Monica continues to date Pete, even though she is still not attracted to him.",23.0,3.0,8.139,"['Kate Miller', 'Pete Becker', 'Director', 'Hospital Administrator', 'Mark Robinson', 'Gunther']",16.664333333333335
66,86365,"['Director', 'Editor', 'Writer', 'Director of Photography']","['Michael Lembeck', 'Stephen Prime', 'Chris Brown', 'Mikel Neiers']","[6.644, 0.6, 0.6, 1.632]",1997-04-17,21.0,The One with the Chick and the Duck,"Monica considers a dream job as head chef in Pete's new restaurant, but Phoebe fears there is more to the deal. Ross makes a sacrifice to help Rachel, who may have a broken rib. Meanwhile, Joey buys Chandler an unusual pet.",23.0,3.0,8.361,"['Pete Becker', 'Gunther']",16.206
67,86369,"['Director', 'Story', 'Story', 'Teleplay', 'Teleplay']","['Robby Benson', 'Mark Kunerth', 'Pang-Ni Landrum', 'Scott Silveri', 'Shana Goldberg-Meehan']","[21.617, 1.286, 0.84, 3.0, 1.788]",1997-05-08,24.0,The One with the Ultimate Fighting Champion,"To Monica's horror, Pete wants to be the Ultimate Fighting Champion. Chandler has a problem when his new boss is slaphappy. Phoebe sets Ross up on a date with a woman who used to be bald. The group overhears a scandalous conversation at Central Perk.",23.0,3.0,8.026,"['Bonnie', 'Hoshi', 'Pete Becker', 'Phil', 'Stevens', 'Tomas', 'Tim', 'Announcer', 'Referee', 'Doug']",14.3474
68,86385,"['Writer', 'Director']","['Seth Kurland', 'Peter Bonerz']","[1.261, 3.859]",1997-10-09,3.0,The One with the 'Cuffs,"Monica caters a party for her mother, who still doesn't quite know how to talk to her daughter. Chandler's encounter with Rachel's boss leads to an embarrassing situation. And an encyclopedia salesman takes advantage of Joey.",23.0,4.0,8.514,"['Joanna', 'Salesman', 'Sophie', 'Judy Geller']",7.0425
69,86388,"['Director', 'Writer', 'Writer']","['Gail Mancuso', 'Andrew Reich', 'Ted Cohen']","[2.681, 1.788, 3.069]",1997-10-16,4.0,The One with the Ballroom Dancing,Joey attempts ballroom dancing in order to help Monica and Rachel keep their illegal sublet. Phoebe is attracted to one of her massage clients. And Ross tries to help Chandler quit the gym.,23.0,4.0,8.194,"['Maria', 'Rick', 'Mr. Simon', 'Karen Lambert', 'Bank Officer', 'Interviewer', 'Mr. Treeger', 'Mrs. Potter', 'Gym Employee']",5.135111111111112
70,86401,"['Writer', 'Writer', 'Director']","['Michael Curtis', 'Greg Malins', 'Gail Mancuso']","[1.608, 1.594, 2.681]",1997-10-30,5.0,The One with Joey's New Girlfriend,"Chandler hits on a woman at Central Perk, not realizing she is Joey's new girlfriend. He soon realizes he is very attracted to, possibly in love, with her. Ross and Rachel play the jealousy game in their relationships. And Phoebe desperately tries to catch a cold after discovering that her voice is sexier and her singing better when she has phlegm in her throat.",23.0,4.0,8.306,"['Amanda', 'Josh', 'Kathy', 'Gunther']",11.53925
71,86403,"['Director', 'Writer', 'Writer']","['Shelley Jensen', 'Scott Silveri', 'Shana Goldberg-Meehan']","[3.842, 3.0, 1.788]",1997-11-06,6.0,The One with the Dirty Girl,Ross's new girlfriend seems nearly perfect until he visits her house and discovers that her apartment is incredibly dirty.  Chandler helps Joey pick out a thoughtful present for Kathy's birthday. Rachel attempts to finish a crossword puzzle by herself. And Phoebe helps Monica cater a funeral.,23.0,4.0,8.457,"['Mrs. Burkart', 'Cheryl', 'Kathy', 'Gunther']",17.06
72,86405,"['Writer', 'Director']","['Adam Chase', 'Kevin S. Bright']","[2.15, 1.519]",1997-11-13,7.0,The One Where Chandler Crosses the Line,"Chandler must decide between the girl of his dreams and his best friend when he and Kathy share a passionate kiss. Needless to say, Joey is not happy when he finds out about it. And nobody wants to tell Ross how awful his keyboard playing is.",23.0,4.0,8.4,"['Kathy', 'Gunther']",20.9745
73,86406,"['Writer', 'Director']","['Michael Borkow', 'Peter Bonerz']","[1.388, 3.859]",1997-11-20,8.0,The One with Chandler in a Box,"Chandler agrees to spend Thanksgiving in a shipping crate as penance for kissing Kathy. The gang decides to give each other Secret Santa gifts. After Monica gets ice in her eye, she ends up visiting Richard's son, who is as attracted to Monica as his father was.",23.0,4.0,8.722,"['Dr. Tim Burke', 'Nurse', 'Kathy', 'Gunther']",14.39675
74,86407,"['Director', 'Writer', 'Writer']","['Kevin S. Bright', 'Jill Condon', 'Amy Toomin Straus']","[1.519, 0.6, 0.6]",1998-01-15,12.0,The One with the Embryos,"Phoebe's uterus is examined for implantation of the embryos. Meanwhile, a seemingly harmless game between Chandler and Joey against Monica and Rachel escalates into a full blown contest where the stakes are raised higher and higher.",23.0,4.0,8.897,"['Frank Buffay Jr.', 'Dr. Zane', 'Alice Knight Buffay']",18.908
75,86408,"['Writer', 'Director']","['Scott Silveri', 'Gary Halvorson']","[3.0, 2.843]",1997-12-18,10.0,The One with the Girl from Poughkeepsie,Ross must decide whether to continue dating a girl he must travel two-and-a-half hours to see. Chandler sets Rachel up with a co-worker who misunderstands her intentions. Monica is being treated poorly by her new co-workers so she hires Joey just so she can fire him and show who's the boss. And Phoebe tries to write the perfect holiday song.,23.0,4.0,7.914,"['The Waiter', 'Mike', 'Drew', 'The Woman on the Train', 'The Kitchen Worker', 'The Poughkeepsie Woman', 'The Conductor', 'Gunther']",4.2095
76,86413,"['Director', 'Editor', 'Director of Photography', 'Story', 'Executive Story Editor', 'Executive Story Editor', 'Teleplay']","['Michael Lembeck', 'David Helfand', 'Mikel Neiers', 'Mark Kunerth', 'Andrew Reich', 'Ted Cohen', 'Richard Goodman']","[6.644, 0.98, 1.632, 1.286, 1.788, 3.069, 0.619]",1998-03-26,17.0,The One with the Free Porn,Chandler and Joey discover that they're getting a free porno station on their TV. Monica encourages Ross to tell Emily he loves her just before she leaves for London. Phoebe gets some shocking news when she visits her OB-GYN.,23.0,4.0,8.389,"['Frank Buffay Jr.', 'Mr. Treeger', 'The Doctor', 'Alice Knight Buffay', 'Emily Waltham']",15.9364
77,86416,"['Director', 'Editor', 'Director of Photography', 'Executive Story Editor', 'Executive Story Editor', 'Story', 'Story', 'Teleplay', 'Teleplay']","['Gail Mancuso', 'Stephen Prime', 'Mikel Neiers', 'Andrew Reich', 'Ted Cohen', 'Andrew Reich', 'Ted Cohen', 'Jill Condon', 'Amy Toomin Straus']","[2.681, 0.6, 1.632, 1.788, 3.069, 1.788, 3.069, 0.6, 0.6]",1998-04-02,18.0,The One with Rachel's New Dress,Rachel has an awkward encounter with Joshua's parents. Phoebe is offered the chance to name one of the triplets. Ross becomes paranoid when Emily goes to London with Susan.,23.0,4.0,8.028,"['Joshua Burgin', 'Mr. Burgin', 'Mrs. Burgin', 'Susan Bunch', 'Carol Willick', 'Alice Knight Buffay', 'Emily Waltham', 'Ben Geller']",14.458625
78,86423,"['Director', 'Editor', 'Director of Photography', 'Executive Story Editor', 'Executive Story Editor', 'Teleplay', 'Teleplay', 'Story']","['Gail Mancuso', 'Stephen Prime', 'Mikel Neiers', 'Andrew Reich', 'Ted Cohen', 'Michael Curtis', 'Greg Malins', 'Adam Chase']","[2.681, 0.6, 1.632, 1.788, 3.069, 1.608, 1.594, 2.15]",1998-04-16,20.0,The One with All the Wedding Dresses,"Chandler takes Joey to a sleep clinic when he starts snoring. After Ross asks Monica to pick up Emily's wedding dress, she tries it on and can't stop wearing it. Meanwhile, jealous of Ross's proposal to Emily, Rachel tries to talk Joshua into marriage.",23.0,4.0,8.389,"['Joshua Burgin', 'Marjorie', 'The Saleslady', 'Sleep Clinic Worker', 'Gunther']",10.3196
79,86426,"['Writer', 'Director', 'Editor', 'Director of Photography', 'Executive Story Editor', 'Executive Story Editor', 'Script Supervisor']","['Seth Kurland', 'Peter Bonerz', 'David Helfand', 'Mikel Neiers', 'Andrew Reich', 'Ted Cohen', 'Sheila Lauder']","[1.261, 3.859, 0.98, 1.632, 1.788, 3.069, 0.84]",1998-04-23,21.0,The One with the Invitation,"As Ross and Emily send out wedding invitations, he and Rachel each look back on their relationship together while Joey and Chandler look for a purpose in life.",23.0,4.0,7.333,"['Emily Waltham', 'Gunther']",11.592
80,86429,"['Director', 'Editor', 'Director of Photography', 'Executive Story Editor', 'Executive Story Editor', 'Teleplay', 'Teleplay', 'Script Supervisor', 'Story', 'Unit Production Manager']","['Peter Bonerz', 'David Helfand', 'Mikel Neiers', 'Andrew Reich', 'Ted Cohen', 'Michael Curtis', 'Greg Malins', 'Sheila Lauder', 'Seth Kurland', 'Richard Allen']","[3.859, 0.98, 1.632, 1.788, 3.069, 1.608, 1.594, 0.84, 1.261, 0.6]",1998-04-30,22.0,The One with the Worst Best Man Ever,"Joey convinces Ross to pick him as his best man instead of Chandler. He throws a great bachelor party, but the next morning he's shocked to find out that the wedding ring is missing and he suspects that the stripper stole it. Meanwhile, Phoebe is experiencing major mood swings due to her pregnancy and the girls decide to throw her a baby shower to cheer her up, but it only makes matters worse.",23.0,4.0,8.143,"['The Stripper', 'The Doctor', 'Emily Waltham', 'Gunther']",7.21175
