id,job,original_name,popularity
86574,Associate Producer,Jamie O'Connor,0.6
86574,Costume Supervisor,Julie Heath,0.732
86574,Costume Supervisor,Nancy Gould,1.38
86574,Sound Mixer,Dana Mark McClure,0.6
86574,Casting,Leslie Litt,0.6
86574,Hairstylist,Richard Marin,0.988
86574,Makeup Artist,Robin Siegel,1.553
86574,Additional Music,Michael Skloff,0.706
86574,Co-Producer,Andrew Reich,1.788
86574,Co-Producer,Ted Cohen,3.069
86574,Executive Producer,Adam Chase,2.15
86574,Executive Producer,Michael Curtis,1.608
86574,Co-Executive Producer,Alexa Junge,1.388
86574,Co-Producer,Wendy Knoller,0.608
86574,Executive Producer,Kevin S. Bright,1.519
86574,Executive Producer,David Crane,3.76
86574,Executive Producer,Marta Kauffman,5.777
86737,Writer,Michael Curtis,1.608
86737,Director,Todd Holland,7.814
86737,Producer,Shana Goldberg-Meehan,1.788
86737,Executive Producer,Greg Malins,1.594
86737,Producer,Scott Silveri,3.0
86737,Editor,Stephen Prime,0.6
86737,Set Decoration,Greg J. Grande,1.021
86737,Director of Photography,Mikel Neiers,1.632
86737,Art Direction,Joe Stewart,0.924
86737,Unit Production Manager,Richard Allen,0.6
86737,Executive Story Editor,Gigi McCreery,2.436
86737,Executive Story Editor,Perry Rein,1.303
86737,First Assistant Director,Ben Weiss,3.142
86737,Second Assistant Director,Carlos Piñero,0.656
86737,Costume Designer,Debra McGuire,3.805
86737,Script Supervisor,Jolie Barnett,0.6
86737,Supervising Producer,Todd Stevens,0.6
86737,Supervising Producer,Wil Calhoun,1.021
86737,Supervising Producer,Seth Kurland,1.261
86737,Associate Producer,Jamie O'Connor,0.6
86737,Costume Supervisor,Julie Heath,0.732
86737,Costume Supervisor,Nancy Gould,1.38
86737,Sound Mixer,Dana Mark McClure,0.6
86737,Casting,Leslie Litt,0.6
86737,Hairstylist,Richard Marin,0.988
86737,Makeup Artist,Robin Siegel,1.553
86737,Additional Music,Michael Skloff,0.706
86737,Co-Producer,Andrew Reich,1.788
86737,Co-Producer,Ted Cohen,3.069
86737,Executive Producer,Adam Chase,2.15
86737,Co-Executive Producer,Alexa Junge,1.388
86737,Co-Producer,Wendy Knoller,0.608
86737,Executive Producer,Michael Curtis,1.542
86737,Key Makeup Artist,Anne Sweeting,0.731
86737,Executive Producer,Kevin S. Bright,1.519
86737,Executive Producer,David Crane,3.76
86737,Executive Producer,Marta Kauffman,5.777
86576,Director,Gail Mancuso,2.681
86576,Producer,Wendy Knoller,0.608
86576,Producer,Shana Goldberg-Meehan,1.788
86576,Producer,Ted Cohen,3.069
86576,Executive Producer,Greg Malins,1.594
86576,Producer,Scott Silveri,3.0
86576,Producer,Andrew Reich,1.788
86576,Editor,Stephen Prime,0.6
86576,Set Decoration,Greg J. Grande,1.021
86576,Director of Photography,Mikel Neiers,1.632
86576,Writer,Doty Abrams,0.621
86576,Art Direction,Joe Stewart,0.924
86576,Unit Production Manager,Richard Allen,0.6
86576,Executive Story Editor,Gigi McCreery,2.436
86576,Executive Story Editor,Perry Rein,1.303
86576,First Assistant Director,Ben Weiss,3.142
86576,Second Assistant Director,Carlos Piñero,0.656
86576,Costume Designer,Debra McGuire,3.805
86576,Script Supervisor,Jolie Barnett,0.6
86576,Supervising Producer,Todd Stevens,0.6
86576,Supervising Producer,Wil Calhoun,1.021
86576,Supervising Producer,Seth Kurland,1.261
86576,Associate Producer,Jamie O'Connor,0.6
86576,Costume Supervisor,Julie Heath,0.732
86576,Costume Supervisor,Nancy Gould,1.38
86576,Sound Mixer,Dana Mark McClure,0.6
86576,Casting,Leslie Litt,0.6
86576,Hairstylist,Richard Marin,0.988
86576,Makeup Artist,Robin Siegel,1.553
86576,Additional Music,Michael Skloff,0.706
86576,Executive Producer,Adam Chase,2.15
86576,Co-Executive Producer,Alexa Junge,1.388
86576,Executive Producer,Michael Curtis,1.542
86576,Executive Producer,Kevin S. Bright,1.519
86576,Executive Producer,David Crane,3.76
86576,Executive Producer,Marta Kauffman,5.777
86577,Director,Gary Halvorson,2.843
86577,Writer,Shana Goldberg-Meehan,1.788
86577,Writer,Seth Kurland,1.261
86577,Producer,Shana Goldberg-Meehan,1.788
86577,Producer,Ted Cohen,3.069
86577,Executive Producer,Greg Malins,1.594
86577,Producer,Scott Silveri,3.0
86577,Producer,Andrew Reich,1.788
86577,Set Decoration,Greg J. Grande,1.021
86577,Director of Photography,Mikel Neiers,1.632
86577,Editor,Jay Scherberth,1.073
86577,Art Direction,Joe Stewart,0.924
86577,Unit Production Manager,Richard Allen,0.6
86577,Executive Story Editor,Gigi McCreery,2.436
86577,Executive Story Editor,Perry Rein,1.303
86577,First Assistant Director,Ben Weiss,3.142
86577,Second Assistant Director,Carlos Piñero,0.656
86577,Script Supervisor,Jolie Barnett,0.6
86577,Supervising Producer,Todd Stevens,0.6
86577,Supervising Producer,Wil Calhoun,1.021
86577,Supervising Producer,Seth Kurland,1.261
86577,Associate Producer,Jamie O'Connor,0.6
86577,Costume Supervisor,Julie Heath,0.732
86577,Costume Supervisor,Nancy Gould,1.38
86577,Sound Mixer,Dana Mark McClure,0.6
86577,Casting,Leslie Litt,0.6
86577,Hairstylist,Richard Marin,0.988
86577,Makeup Artist,Robin Siegel,1.553
86577,Additional Music,Michael Skloff,0.706
86577,Executive Producer,Adam Chase,2.15
86577,Co-Executive Producer,Alexa Junge,1.388
86577,Co-Producer,Wendy Knoller,0.608
86577,Executive Producer,Michael Curtis,1.542
86577,Executive Producer,Kevin S. Bright,1.519
86577,Executive Producer,David Crane,3.76
86577,Executive Producer,Marta Kauffman,5.777
86579,Writer,Greg Malins,1.594
86579,Director,Gary Halvorson,2.843
86614,Director,Gary Halvorson,2.843
86614,Writer,Wil Calhoun,1.021
86620,Director,Kevin S. Bright,1.519
86620,Writer,Andrew Reich,1.788
86620,Writer,Ted Cohen,3.069
86757,Writer,Adam Chase,2.15
86757,Director,Kevin S. Bright,1.519
86776,Director,Gail Mancuso,2.681
86776,Writer,Shana Goldberg-Meehan,1.788
86782,Director,Gary Halvorson,2.843
86782,Writer,Seth Kurland,1.261
86788,Director,Gary Halvorson,2.843
86788,Writer,Andrew Reich,1.788
86788,Writer,Ted Cohen,3.069
86818,Director,David Schwimmer,48.006
86818,Writer,Scott Silveri,3.0
86824,Director,Gary Halvorson,2.843
86828,Director,Gary Halvorson,2.843
86828,Writer,Perry Rein,1.303
86828,Writer,Gigi McCreery,2.436
87001,Writer,Greg Malins,1.594
87001,Director,Kevin S. Bright,1.519
86836,Writer,Brian Boyle,1.46
86836,Director,Kevin S. Bright,1.519
86845,Writer,Brian Boyle,1.46
86845,Director,Kevin S. Bright,1.519
86853,Director,Gary Halvorson,2.843
86853,Writer,Andrew Reich,1.788
86853,Writer,Ted Cohen,3.069
86859,Director,Gary Halvorson,2.843
86873,Director,Kevin S. Bright,1.519
86873,Writer,Andrew Reich,1.788
86873,Writer,Ted Cohen,3.069
86886,Writer,Greg Malins,1.594
86886,Writer,Adam Chase,2.15
86886,Writer,Marta Kauffman,5.777
86886,Director,Michael Lembeck,6.644
86886,Writer,David Crane,3.76
86912,Writer,Adam Chase,2.15
86912,Director,Gary Halvorson,2.843
87002,Director,Gary Halvorson,2.843
87002,Writer,Seth Kurland,1.261
86925,Writer,Perry Rein,1.303
86925,Writer,Gigi McCreery,2.436
86925,Director,Ben Weiss,3.142
86943,Director,Kevin S. Bright,1.519
86946,Writer,Scott Silveri,3.0
86946,Director,Michael Lembeck,6.644
955152,Director,Gary Halvorson,2.843
86762,Director,Gary Halvorson,2.843
86762,Writer,Andrew Reich,1.788
86762,Writer,Ted Cohen,3.069
86979,Writer,Scott Silveri,3.0
86979,Director,Kevin S. Bright,1.519
86979,Writer,Shana Goldberg-Meehan,1.788
86979,Writer,Andrew Reich,1.788
86979,Writer,Ted Cohen,3.069
87008,Director,Kevin S. Bright,1.519
87008,Writer,Marta Kauffman,5.777
87008,Writer,David Crane,3.76
87009,Director,Michael Lembeck,6.644
87009,Writer,Andrew Reich,1.788
87009,Writer,Ted Cohen,3.069
87010,Director,Gary Halvorson,2.843
87011,Director,David Schwimmer,48.006
87011,Writer,Brian Boyle,1.46
87017,Writer,Patty Lin,2.958
87017,Editor,Stephen Prime,0.6
87017,Director of Photography,Nick McLean,6.14
87017,Editor,Todd Felker,0.677
87023,Writer,Brian Buckner,0.84
87198,Writer,Scott Silveri,3.0
87200,Writer,Patty Lin,2.958
87024,Director,David Schwimmer,48.006
87024,Writer,Wil Calhoun,1.021
87025,Writer,Greg Malins,1.594
87027,Writer,Shana Goldberg-Meehan,1.788
87039,Director,Kevin S. Bright,1.519
87047,Writer,Brian Buckner,0.84
87057,Director,Kevin S. Bright,1.519
87057,Writer,Andrew Reich,1.788
87057,Writer,Ted Cohen,3.069
87088,Director,David Schwimmer,48.006
87093,Director,Kevin S. Bright,1.519
87093,Writer,Andrew Reich,1.788
87093,Writer,Ted Cohen,3.069
87106,Writer,Brian Boyle,1.46
87135,Writer,Andrew Reich,1.788
87135,Writer,Ted Cohen,3.069
87157,Writer,Scott Silveri,3.0
87157,Writer,Shana Goldberg-Meehan,1.788
87201,Director,Gary Halvorson,2.843
87162,Writer,Brian Buckner,0.84
87181,Writer,Greg Malins,1.594
87181,Director,Kevin S. Bright,1.519
87181,Writer,Marta Kauffman,5.777
87181,Writer,David Crane,3.76
87204,Director,Kevin S. Bright,1.519
87204,Writer,Marta Kauffman,5.777
87204,Writer,David Crane,3.76
87228,Director,David Schwimmer,48.006
87243,Director,Sheldon Epps,1.751
955153,Writer,Scott Silveri,3.0
955153,Director,Kevin S. Bright,1.519
87269,Writer,Brian Buckner,0.84
87269,Director,Gary Halvorson,2.843
87269,Writer,Sebastian Jones,0.6
87285,Editor,Kenny Tintorri,1.22
87285,Director of Photography,Nick McLean,6.14
87307,Writer,R. Lee Fleming Jr.,2.197
87307,Director,Kevin S. Bright,1.519
87308,Director,David Schwimmer,48.006
87308,Writer,Andrew Reich,1.788
87308,Writer,Ted Cohen,3.069
87309,Director,Gary Halvorson,2.843
87309,Writer,Shana Goldberg-Meehan,1.788
87310,Writer,Brian Buckner,0.84
87310,Director,Kevin S. Bright,1.519
87317,Writer,Robert Carlock,3.572
87326,Director,David Schwimmer,48.006
955154,Writer,Brian Buckner,0.84
955154,Director,Kevin S. Bright,1.519
87340,Director,Kevin S. Bright,1.519
87342,Writer,Andrew Reich,1.788
87342,Writer,Ted Cohen,3.069
87350,Director,Gary Halvorson,2.843
87362,Director,Gary Halvorson,2.843
87410,Director,Kevin S. Bright,1.519
87376,Writer,Brian Buckner,0.84
87404,Writer,Shana Goldberg-Meehan,1.788
87405,Writer,Scott Silveri,3.0
87405,Director,Kevin S. Bright,1.519
87405,Writer,Marta Kauffman,5.777
87405,Writer,David Crane,3.76
87422,Director,Kevin S. Bright,1.519
87434,Director,Sheldon Epps,1.751
87426,Writer,Brian Buckner,0.84
87426,Director,Roger Christiansen,1.746
87412,Writer,Andrew Reich,1.788
87412,Writer,Ted Cohen,3.069
87414,Director,David Schwimmer,48.006
87414,Writer,Scott Silveri,3.0
87433,Director,Kevin S. Bright,1.519
87433,Writer,Marta Kauffman,5.777
87433,Writer,David Crane,3.76
87420,Writer,Robert Carlock,3.572
87424,Director,Kevin S. Bright,1.519
87424,Writer,Shana Goldberg-Meehan,1.788
87431,Director,Kevin S. Bright,1.519
87428,Director,Gary Halvorson,2.843
87471,Writer,Brian Buckner,0.84
87478,Writer,Brian Buckner,0.84
87444,Director,Gary Halvorson,2.843
87518,Writer,Andrew Reich,1.788
87518,Writer,Ted Cohen,3.069
87520,Writer,Robert Carlock,3.572
87522,Writer,Andrew Reich,1.788
87522,Writer,Ted Cohen,3.069
87480,Writer,Scott Silveri,3.0
87480,Director,Kevin S. Bright,1.519
87480,Writer,Shana Goldberg-Meehan,1.788
87480,Writer,Marta Kauffman,5.777
87480,Writer,David Crane,3.76
87523,Director,Kevin S. Bright,1.519
87523,Writer,Andrew Reich,1.788
87523,Writer,Ted Cohen,3.069
87590,Writer,Brian Buckner,0.84
87590,Director,Gary Halvorson,2.843
87596,Writer,Robert Carlock,3.572
87596,Director,Gary Halvorson,2.843
87548,Director,Roger Christiansen,1.746
87597,Director,Kevin S. Bright,1.519
87598,Director,Gary Halvorson,2.843
87598,Writer,Shana Goldberg-Meehan,1.788
87599,Director,David Schwimmer,48.006
87599,Writer,Scott Silveri,3.0
87600,Director,Gary Halvorson,2.843
87601,Director,Kevin S. Bright,1.519
87601,Writer,Marta Kauffman,5.777
87601,Writer,David Crane,3.76
87602,Writer,Robert Carlock,3.572
87602,Director,Kevin S. Bright,1.519
87603,Director,Gary Halvorson,2.843
87607,Director,Gary Halvorson,2.843
87628,Director,Gary Halvorson,2.843
87628,Writer,Marta Kauffman,5.777
87628,Writer,David Crane,3.76
87633,Director,Gary Halvorson,2.843
87633,Writer,Andrew Reich,1.788
87633,Writer,Ted Cohen,3.069
87632,Director,Kevin S. Bright,1.519
87632,Writer,Marta Kauffman,5.777
87632,Writer,David Crane,3.76
